id,title,document type,publication type,references
PMID:21970714,Plasma 24S-hydroxycholesterol levels in elderly subjects with late onset Alzheimer's disease or vascular dementia: a case-control study.,PUBMED_ABSTRACT,"D003160:Comparative Study, D016428:Journal Article",[NOT AVAILABLE]
PMID:11032614,"Comparison of the pattern of atrophy of the corpus callosum in frontotemporal dementia, progressive supranuclear palsy, and Alzheimer's disease.",PUBMED_ABSTRACT,D016428:Journal Article,[NOT AVAILABLE]
PMID:26242705,Loss of functional connectivity is greater outside the default mode network in nonfamilial early-onset Alzheimer's disease variants.,PUBMED_ABSTRACT,"D016428:Journal Article, D052061:Research Support, N.I.H., Extramural",[NOT AVAILABLE]
PMCID:PMC3490472,Vascular incontinence: incontinence in the elderly due to ischemic white matter changes,PMC_FULLTEXT,[NOT AVAILABLE],[NOT AVAILABLE]
PMID:9710003,Medial temporal and whole-brain atrophy in dementia with Lewy bodies: a volumetric MRI study.,PUBMED_ABSTRACT,D016428:Journal Article,[NOT AVAILABLE]
PMCID:PMC2656493,Amyotrophic lateral sclerosis,PMC_FULLTEXT,[NOT AVAILABLE],[NOT AVAILABLE]
PMID:16675021,Cerebral cortex astroglia and the brain of a genius: a propos of A. Einstein's.,PUBMED_ABSTRACT,"D016428:Journal Article, D052061:Research Support, N.I.H., Extramural, D013485:Research Support, Non-U.S. Gov't, D016454:Review",[NOT AVAILABLE]
PMID:17955233,Precuneus atrophy in early-onset Alzheimer's disease: a morphometric structural MRI study.,PUBMED_ABSTRACT,"D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:8174599,Evidence for atrophy of the corpus callosum in Alzheimer's disease.,PUBMED_ABSTRACT,"D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:8843486,Magnetic resonance imaging of Alzheimer's disease.,PUBMED_ABSTRACT,"D016428:Journal Article, D016454:Review",[NOT AVAILABLE]
PMID:21596458,Posterior cerebral atrophy in the absence of medial temporal lobe atrophy in pathologically-confirmed Alzheimer's disease.,PUBMED_ABSTRACT,"D003160:Comparative Study, D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:20140958,Concomitant astroglial atrophy and astrogliosis in a triple transgenic animal model of Alzheimer's disease.,PUBMED_ABSTRACT,"D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:22990433,"Differential putaminal morphology in Huntington's disease, frontotemporal dementia and Alzheimer's disease.",PUBMED_ABSTRACT,"D003160:Comparative Study, D016428:Journal Article, D052061:Research Support, N.I.H., Extramural, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:24604080,Tauopathy contributes to synaptic and cognitive deficits in a murine model for Alzheimer's disease.,PUBMED_ABSTRACT,"D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:21152065,A putative Alzheimer's disease risk allele in PCK1 influences brain atrophy in multiple sclerosis.,PUBMED_ABSTRACT,"D016428:Journal Article, D052061:Research Support, N.I.H., Extramural, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMCID:PMC3723150,A Complex Network of MicroRNAs Expressed in Brain and Genes Associated with Amyotrophic Lateral Sclerosis,PMC_FULLTEXT,[NOT AVAILABLE],[NOT AVAILABLE]
PMID:3435071,Progressive aphasia without dementia: two cases with focal spongiform degeneration.,PUBMED_ABSTRACT,"D002363:Case Reports, D016428:Journal Article",[NOT AVAILABLE]
PMID:25737041,Mapping the Progression of Atrophy in Early- and Late-Onset Alzheimer's Disease.,PUBMED_ABSTRACT,"D016428:Journal Article, D052061:Research Support, N.I.H., Extramural, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMCID:PMC5919950,Phosphorylation of Threonine 175 Tau in the Induction of Tau Pathology in Amyotrophic Lateral Sclerosis—Frontotemporal Spectrum Disorder (ALS-FTSD). A Review,PMC_FULLTEXT,[NOT AVAILABLE],[NOT AVAILABLE]
PMID:28333144,Aberrant iPSC-derived human astrocytes in Alzheimer's disease.,PUBMED_ABSTRACT,"D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:28093855,"Typical and atypical appearance of early-onset Alzheimer's disease: A clinical, neuroimaging and neuropathological study.",PUBMED_ABSTRACT,"D002363:Case Reports, D016428:Journal Article",[NOT AVAILABLE]
PMID:24210526,Regional atrophy is associated with impairment in distinct cognitive domains in Alzheimer's disease.,PUBMED_ABSTRACT,"D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:27592283,Malignant progression in parietal-dominant atrophy subtype of Alzheimer's disease occurs independent of onset age.,PUBMED_ABSTRACT,"D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:27834774,Five-Year Longitudinal Brain Volume Change in Healthy Elders at Genetic Risk for Alzheimer's Disease.,PUBMED_ABSTRACT,"D016428:Journal Article, D052061:Research Support, N.I.H., Extramural",[NOT AVAILABLE]
PMID:9248337,"[An autopsied case of atypical presenile dementia which shows lobar atrophy, severe neurofibrillary tangles and calcification].",PUBMED_ABSTRACT,"D002363:Case Reports, D004740:English Abstract, D016428:Journal Article",[NOT AVAILABLE]
PMID:6497355,Hereditary dysphasic dementia and the Pick-Alzheimer spectrum.,PUBMED_ABSTRACT,D016428:Journal Article,[NOT AVAILABLE]
PMCID:PMC5619374,"Alzheimer and vascular brain diseases: Focal and diffuse
subforms",PMC_FULLTEXT,[NOT AVAILABLE],[NOT AVAILABLE]
PMID:16240482,Uncommon neurodegenerative causes of dementia.,PUBMED_ABSTRACT,"D016428:Journal Article, D016454:Review",[NOT AVAILABLE]
PMID:12505619,Cerebrospinal fluid S100B correlates with brain atrophy in Alzheimer's disease.,PUBMED_ABSTRACT,D016428:Journal Article,[NOT AVAILABLE]
PMID:29747584,Differentiation of neuropsychological features between posterior cortical atrophy and early onset Alzheimer's disease.,PUBMED_ABSTRACT,D016428:Journal Article,[NOT AVAILABLE]
PMID:25216669,Hiding in plain sight: a closer look at posterior cortical atrophy.,PUBMED_ABSTRACT,"D002363:Case Reports, D016428:Journal Article, D016454:Review",[NOT AVAILABLE]
PMID:28501823,Cerebellar atrophy in neurodegeneration-a meta-analysis.,PUBMED_ABSTRACT,"D016428:Journal Article, D017418:Meta-Analysis, D016454:Review, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:12111302,Positron emission tomography with [(18)F]FDG in the diagnosis of Creutzfeldt-Jakob disease (CJD).,PUBMED_ABSTRACT,"D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:23134660,Cortical atrophy in presymptomatic Alzheimer's disease presenilin 1 mutation carriers.,PUBMED_ABSTRACT,"D016428:Journal Article, D052061:Research Support, N.I.H., Extramural, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:27743520,Characterizing familial corticobasal syndrome due to Alzheimer's disease pathology and PSEN1 mutations.,PUBMED_ABSTRACT,D016428:Journal Article,[NOT AVAILABLE]
PMID:20035883,Remote sites of structural atrophy predict later amyloid formation in a mouse model of Alzheimer's disease.,PUBMED_ABSTRACT,"D016428:Journal Article, D052061:Research Support, N.I.H., Extramural, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:15211066,Apolipoprotein E epsilon4 allele differently affects the patterns of neuropsychological presentation in early- and late-onset Alzheimer's disease patients.,PUBMED_ABSTRACT,D016428:Journal Article,[NOT AVAILABLE]
PMID:16238489,"Enhanced neurofibrillary tangle formation, cerebral atrophy, and cognitive deficits induced by repetitive mild brain injury in a transgenic tauopathy mouse model.",PUBMED_ABSTRACT,"D016428:Journal Article, D052061:Research Support, N.I.H., Extramural, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:18093152,Progressive dementia and mesiotemporal atrophy on brain MRI: neurosyphilis mimicking pre-senile Alzheimer's disease?,PUBMED_ABSTRACT,"D002363:Case Reports, D016422:Letter",[NOT AVAILABLE]
PMID:10413774,"Traumatic brain injury in young, amyloid-beta peptide overexpressing transgenic mice induces marked ipsilateral hippocampal atrophy and diminished Abeta deposition during aging.",PUBMED_ABSTRACT,"D016428:Journal Article, D013486:Research Support, U.S. Gov't, Non-P.H.S., D013487:Research Support, U.S. Gov't, P.H.S.",[NOT AVAILABLE]
PMID:9100151,Interfamilial and intrafamilial phenotypic heterogeneity in familial Alzheimer's disease.,PUBMED_ABSTRACT,"D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:8337557,[Heterogeneity of Alzheimer's disease].,PUBMED_ABSTRACT,"D004740:English Abstract, D016428:Journal Article, D016454:Review",[NOT AVAILABLE]
PMCID:PMC5748083,George Marinesco in the Constellation of Modern Neuroscience,PMC_FULLTEXT,[NOT AVAILABLE],[NOT AVAILABLE]
PMID:8129638,Posterior cortical atrophy. Neuropathologic correlations.,PUBMED_ABSTRACT,"D002363:Case Reports, D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't, D013487:Research Support, U.S. Gov't, P.H.S.",[NOT AVAILABLE]
PMID:23561509,Different patterns of gray matter atrophy in early- and late-onset Alzheimer's disease.,PUBMED_ABSTRACT,"D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:26082469,Decreased glycogen synthase kinase-3 levels and activity contribute to Huntington's disease.,PUBMED_ABSTRACT,"D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:18455838,Focal posterior cingulate atrophy in incipient Alzheimer's disease.,PUBMED_ABSTRACT,"D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:31140153,I-ioflupane SPECT.,PUBMED_ABSTRACT,D016428:Journal Article,[NOT AVAILABLE]
PMID:30665101,Novel imaging phantom for accurate and robust measurement of brain atrophy rates using clinical MRI.,PUBMED_ABSTRACT,"D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:30126037,Tau protein aggregation is associated with cellular senescence in the brain.,PUBMED_ABSTRACT,"D016428:Journal Article, D052061:Research Support, N.I.H., Extramural, D013485:Research Support, Non-U.S. Gov't, D013486:Research Support, U.S. Gov't, Non-P.H.S.",[NOT AVAILABLE]
PMID:3181715,The discovery of Alzheimer's disease,PMC_FULLTEXT,[NOT AVAILABLE],[NOT AVAILABLE]
PMCID:PMC5619357,Alzheimer and vascular brain disease: Senile dementia,PMC_FULLTEXT,[NOT AVAILABLE],[NOT AVAILABLE]
PMID:22871906,Nonamnestic presentations of early-onset Alzheimer's disease.,PUBMED_ABSTRACT,"D003160:Comparative Study, D016428:Journal Article, D052061:Research Support, N.I.H., Extramural, D013486:Research Support, U.S. Gov't, Non-P.H.S.",[NOT AVAILABLE]
PMID:25990306,Cerebrospinal fluid biomarkers and cerebral atrophy in distinct clinical variants of probable Alzheimer's disease.,PUBMED_ABSTRACT,"D016428:Journal Article, D052061:Research Support, N.I.H., Extramural, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:27128371,Memory Impairment at Initial Clinical Presentation in Posterior Cortical Atrophy.,PUBMED_ABSTRACT,"D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:18590355,Cortical atrophy and personality in multiple sclerosis.,PUBMED_ABSTRACT,D016428:Journal Article,[NOT AVAILABLE]
PMID:6884916,Parkinson's disease of post-encephalitic type following general paresis--an autopsied case.,PUBMED_ABSTRACT,"D002363:Case Reports, D003160:Comparative Study, D016428:Journal Article",[NOT AVAILABLE]
PMID:10739557,Measurement of global brain atrophy in Alzheimer's disease with unsupervised segmentation of spin-echo MRI studies.,PUBMED_ABSTRACT,"D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:28031997,Cortical asymmetry in Parkinson's disease: early susceptibility of the left hemisphere.,PUBMED_ABSTRACT,"D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't, D052061:Research Support, N.I.H., Extramural",[NOT AVAILABLE]
PMCID:PMC2668940,Oskar Fischer and the study of dementia,PMC_FULLTEXT,[NOT AVAILABLE],[NOT AVAILABLE]
PMCID:PMC3921468,The Alzheimer Pandemic: Is Paracetamol to Blame?,PMC_FULLTEXT,[NOT AVAILABLE],[NOT AVAILABLE]
PMID:25531628,Interactions between traumatic brain injury and frontotemporal degeneration.,PUBMED_ABSTRACT,"D016428:Journal Article, D052061:Research Support, N.I.H., Extramural, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:15084793,Does the pattern of atrophy of the Corpus callosum differ between patients with frontotemporal dementia and patients with Alzheimer's disease?,PUBMED_ABSTRACT,"D016430:Clinical Trial, D003160:Comparative Study, D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:11930016,Mapping the evolution of regional atrophy in Alzheimer's disease: unbiased analysis of fluid-registered serial MRI.,PUBMED_ABSTRACT,"D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:17407994,The accurate diagnosis of early-onset dementia.,PUBMED_ABSTRACT,"D002363:Case Reports, D016428:Journal Article, D016454:Review",[NOT AVAILABLE]
