id,title,document type,publication type,references
PMID:18328767,Early neuropsychological detection and the characteristics of Parkinson's disease associated with mild dementia.,PUBMED_ABSTRACT,D016428:Journal Article,[NOT AVAILABLE]
PMID:30063912,Implicitly-learned spatial attention is unimpaired in patients with Parkinson's disease.,PUBMED_ABSTRACT,"D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:19129263,The effects of two different auditory stimuli on functional arm movement in persons with Parkinson's disease: a dual-task paradigm.,PUBMED_ABSTRACT,"D016428:Journal Article, D016449:Randomized Controlled Trial, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:21092386,Neuropsychological Profile of Parkin Mutation Carriers with and without Parkinson Disease: The CORE-PD Study.,PUBMED_ABSTRACT,"D016428:Journal Article, D052061:Research Support, N.I.H., Extramural",[NOT AVAILABLE]
PMID:16952917,Effect of levodopa on cognitive function in Parkinson's disease with and without dementia and dementia with Lewy bodies.,PUBMED_ABSTRACT,"D016430:Clinical Trial, D016428:Journal Article",[NOT AVAILABLE]
PMID:22930136,[Analysis of sustained attention in patients with Parkinson's disease being treated with dopamine precursors].,PUBMED_ABSTRACT,"D018848:Controlled Clinical Trial, D004740:English Abstract, D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:21898597,"The interplay of cholinergic function, attention, and falls in Parkinson's disease.",PUBMED_ABSTRACT,"D016428:Journal Article, D016454:Review",[NOT AVAILABLE]
PMID:25073971,Global attentional neglect of segmented lines in Parkinson's disease.,PUBMED_ABSTRACT,"D016428:Journal Article, D052061:Research Support, N.I.H., Extramural, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:26806538,The impact of non-motor symptoms on the quality of life of Parkinson's disease patients: a longitudinal study.,PUBMED_ABSTRACT,"D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:9918348,Remembered saccades with variable delay in Parkinson's disease.,PUBMED_ABSTRACT,"D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:28737237,Subcortical shape analysis of progressive mild cognitive impairment in Parkinson's disease.,PUBMED_ABSTRACT,D016428:Journal Article,[NOT AVAILABLE]
PMID:22197910,Effects of divided attention on swallowing in persons with idiopathic Parkinson's disease.,PUBMED_ABSTRACT,"D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:29914040,Progression of Cognitive Decline in Parkinson's Disease.,PUBMED_ABSTRACT,"D016428:Journal Article, D000078182:Systematic Review",[NOT AVAILABLE]
PMID:7651441,Abnormalities of tracking behavior in Parkinson's disease.,PUBMED_ABSTRACT,"D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:31324554,Dual-task interference during hand dexterity is a predictor for activities of daily living performance in Parkinson's disease.,PUBMED_ABSTRACT,D016428:Journal Article,[NOT AVAILABLE]
PMID:23587168,Impact of sub-thalamic nucleus deep brain stimulation on dual tasking gait in Parkinson's disease.,PUBMED_ABSTRACT,"D016428:Journal Article, D052061:Research Support, N.I.H., Extramural, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:21339012,Handwriting in patients with Parkinson disease: effect of L-dopa and stimulation of the sub-thalamic nucleus on motor anticipation.,PUBMED_ABSTRACT,"D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:18440038,Patients with Parkinson's disease learn to control complex systems via procedural as well as non-procedural learning.,PUBMED_ABSTRACT,"D016428:Journal Article, D052061:Research Support, N.I.H., Extramural, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:25697454,Does attentional focus during balance training in people with Parkinson's disease affect outcome? A randomised controlled clinical trial.,PUBMED_ABSTRACT,"D003160:Comparative Study, D016428:Journal Article, D016449:Randomized Controlled Trial, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:11884652,Effects of depression and Parkinson's disease on cognitive functioning.,PUBMED_ABSTRACT,"D016430:Clinical Trial, D003160:Comparative Study, D016428:Journal Article",[NOT AVAILABLE]
PMID:10473980,Verbal working memory deficit in Parkinson's disease subjects.,PUBMED_ABSTRACT,D016428:Journal Article,[NOT AVAILABLE]
PMID:6509309,Cognition and the basal ganglia. Separating mental and motor components of performance in Parkinson's disease.,PUBMED_ABSTRACT,"D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't, D013487:Research Support, U.S. Gov't, P.H.S.",[NOT AVAILABLE]
PMID:18358582,Everyday cognitive failures and memory problems in Parkinson's patients without dementia.,PUBMED_ABSTRACT,"D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:12916649,Dual target identification and the attentional blink in Parkinson's disease.,PUBMED_ABSTRACT,"D003160:Comparative Study, D016428:Journal Article",[NOT AVAILABLE]
PMID:2615934,Impaired extra-dimensional shift performance in medicated and unmedicated Parkinson's disease: evidence for a specific attentional dysfunction.,PUBMED_ABSTRACT,"D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:28638722,Associations between cognitive impairment and motor dysfunction in Parkinson's disease.,PUBMED_ABSTRACT,D016428:Journal Article,[NOT AVAILABLE]
PMID:16518128,Effects of methylphenidate on cognitive function and gait in patients with Parkinson's disease: a pilot study.,PUBMED_ABSTRACT,"D003160:Comparative Study, D018848:Controlled Clinical Trial, D016428:Journal Article, D052061:Research Support, N.I.H., Extramural, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:11958957,Electrophysiological correlates of visual categorization: evidence for cognitive dysfunctions in early Parkinson's disease.,PUBMED_ABSTRACT,"D016430:Clinical Trial, D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:21638322,Differential role of dopamine in emotional attention and memory: evidence from Parkinson's disease.,PUBMED_ABSTRACT,"D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:15050789,Parkinson's disease is associated with goal setting deficits during task switching.,PUBMED_ABSTRACT,"D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:6625986,Visual neglect in Parkinson's disease.,PUBMED_ABSTRACT,D016428:Journal Article,[NOT AVAILABLE]
PMID:20725913,Cognitive impairment in Parkinson's disease without dementia.,PUBMED_ABSTRACT,D016428:Journal Article,[NOT AVAILABLE]
PMID:1775225,Normal release from proactive interference in untreated patients with Parkinson's disease.,PUBMED_ABSTRACT,"D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't, D013486:Research Support, U.S. Gov't, Non-P.H.S., D013487:Research Support, U.S. Gov't, P.H.S.",[NOT AVAILABLE]
PMID:11371307,Comparison of the basal ganglia and cerebellum in shifting attention.,PUBMED_ABSTRACT,"D003160:Comparative Study, D016428:Journal Article, D013487:Research Support, U.S. Gov't, P.H.S.",[NOT AVAILABLE]
PMID:16830324,Perception of emotional speech in Parkinson's disease.,PUBMED_ABSTRACT,"D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:2081389,Patients with early Parkinson's disease are not impaired on spatial orientating of attention.,PUBMED_ABSTRACT,"D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:8774403,Attentional functions in multiple system atrophy and Parkinson's disease.,PUBMED_ABSTRACT,"D003160:Comparative Study, D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:9918346,Movement-related potentials in Parkinson's disease: external cues and attentional strategies.,PUBMED_ABSTRACT,D016428:Journal Article,[NOT AVAILABLE]
PMID:26108904,[Subtypes of mild cognitive impairment in Parkinson's disease and factors predicting its becoming dementia].,PUBMED_ABSTRACT,"D016428:Journal Article, D016454:Review, D000078182:Systematic Review",[NOT AVAILABLE]
PMID:15904539,Rule-based category learning is impaired in patients with Parkinson's disease but not in patients with cerebellar disorders.,PUBMED_ABSTRACT,"D016430:Clinical Trial, D003160:Comparative Study, D016428:Journal Article, D016449:Randomized Controlled Trial, D052061:Research Support, N.I.H., Extramural, D013487:Research Support, U.S. Gov't, P.H.S.",[NOT AVAILABLE]
PMID:11778643,Voluntary and automatic visual spatial shifts of attention in Parkinson's disease: an analysis of costs and benefits.,PUBMED_ABSTRACT,"D003160:Comparative Study, D016428:Journal Article",[NOT AVAILABLE]
PMID:2387158,Distractibility in early Parkinson's disease.,PUBMED_ABSTRACT,"D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:9613727,Clinical assessment of olfactory dysfunction in Parkinson's disease.,PUBMED_ABSTRACT,D016428:Journal Article,[NOT AVAILABLE]
PMID:2207615,The role of the left and right thalamus in language asymmetry: dichotic listening in Parkinson patients undergoing stereotactic thalamotomy.,PUBMED_ABSTRACT,D016428:Journal Article,[NOT AVAILABLE]
PMID:8221052,Disturbed frontal regulation of attention in Parkinson's disease.,PUBMED_ABSTRACT,D016428:Journal Article,[NOT AVAILABLE]
PMID:32070122,Group-based music intervention in Parkinson's disease - findings from a mixed-methods study.,PUBMED_ABSTRACT,"D016428:Journal Article, D016449:Randomized Controlled Trial",[NOT AVAILABLE]
PMID:29063713,Cognition and the course of prodromal Parkinson's disease.,PUBMED_ABSTRACT,D016428:Journal Article,[NOT AVAILABLE]
PMID:10825353,The impact of deep brain stimulation on executive function in Parkinson's disease.,PUBMED_ABSTRACT,"D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:9204484,"Learning and forgetting processes in Parkinson's disease: a model-based approach to disentangling storage, retention and retrieval contributions.",PUBMED_ABSTRACT,D016428:Journal Article,[NOT AVAILABLE]
PMID:7652110,ERP indices of auditory selective attention in aging and Parkinson's disease.,PUBMED_ABSTRACT,"D016430:Clinical Trial, D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:2543918,Dopamine and memory function in Parkinson's disease.,PUBMED_ABSTRACT,D016428:Journal Article,[NOT AVAILABLE]
PMID:10864605,Cognitive functioning after subthalamic nucleotomy for refractory Parkinson's disease.,PUBMED_ABSTRACT,D016428:Journal Article,[NOT AVAILABLE]
PMID:19373930,Symptom and gait changes after sensory attention focused exercise vs aerobic training in Parkinson's disease.,PUBMED_ABSTRACT,"D016428:Journal Article, D016449:Randomized Controlled Trial, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:30991086,A search for cortical correlates of trait impulsivity in Parkinson´s disease.,PUBMED_ABSTRACT,"D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:15259388,Control of saccades in Parkinson's disease.,PUBMED_ABSTRACT,"D016430:Clinical Trial, D003160:Comparative Study, D018848:Controlled Clinical Trial, D016428:Journal Article",[NOT AVAILABLE]
PMID:24912070,Greater striatal responses to medication in Parkinson׳s disease are associated with better task-switching but worse reward performance.,PUBMED_ABSTRACT,"D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:9631457,"Hippocampal atrophy is related to impaired memory, but not frontal functions in non-demented Parkinson's disease patients.",PUBMED_ABSTRACT,D016428:Journal Article,[NOT AVAILABLE]
PMID:15307145,6-hydroxydopamine lesions in anuran amphibians: a new model system for Parkinson's disease?,PUBMED_ABSTRACT,"D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't, D013486:Research Support, U.S. Gov't, Non-P.H.S., D013487:Research Support, U.S. Gov't, P.H.S.",[NOT AVAILABLE]
PMID:31633242,Evidence From Parkinson's Disease That the Superior Colliculus Couples Action and Perception.,PUBMED_ABSTRACT,"D016428:Journal Article, D052060:Research Support, N.I.H., Intramural",[NOT AVAILABLE]
PMID:11734412,Mental and motor switching in Parkinson's disease.,PUBMED_ABSTRACT,"D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:30536829,Disruption of the default mode network and its intrinsic functional connectivity underlies minor hallucinations in Parkinson's disease.,PUBMED_ABSTRACT,"D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:15193942,Learning of ambiguous versus hybrid sequences by patients with Parkinson's disease.,PUBMED_ABSTRACT,"D016430:Clinical Trial, D018848:Controlled Clinical Trial, D016428:Journal Article",[NOT AVAILABLE]
PMID:9214817,A technique for removal of the visuoperceptual component from tracking performance and its application to Parkinson's disease.,PUBMED_ABSTRACT,"D016430:Clinical Trial, D016428:Journal Article, D016449:Randomized Controlled Trial, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:8139605,Visual control of arm movement in Parkinson's disease.,PUBMED_ABSTRACT,"D016430:Clinical Trial, D018848:Controlled Clinical Trial, D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:31518942,Impaired sleep quality and cognition in patients of Parkinson's disease with REM sleep behavior disorder: a comparative study.,PUBMED_ABSTRACT,"D003160:Comparative Study, D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:22503538,Attention and visual dysfunction in Parkinson's disease.,PUBMED_ABSTRACT,"D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't, D016454:Review",[NOT AVAILABLE]
PMID:9387801,Disturbances in higher function in Parkinson's disease.,PUBMED_ABSTRACT,D016428:Journal Article,[NOT AVAILABLE]
PMID:31498141,Computer assisted cognitive rehabilitation improves visuospatial and executive functions in Parkinson's disease: Preliminary results.,PUBMED_ABSTRACT,"D016428:Journal Article, D016449:Randomized Controlled Trial",[NOT AVAILABLE]
PMID:15716155,Dopaminergic basis for deficits in working memory but not attentional set-shifting in Parkinson's disease.,PUBMED_ABSTRACT,"D016430:Clinical Trial, D003160:Comparative Study, D018848:Controlled Clinical Trial, D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:23479031,Mini mental Parkinson test: standardization and normative data on an Italian sample.,PUBMED_ABSTRACT,D016428:Journal Article,[NOT AVAILABLE]
PMID:2314570,Covert orientation of visual attention in Parkinson's disease: an impairment in the maintenance of attention.,PUBMED_ABSTRACT,"D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:20801575,Horizontal and vertical attentional orienting in Parkinson's disease.,PUBMED_ABSTRACT,"D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:16343559,Backward inhibition in Parkinson's disease.,PUBMED_ABSTRACT,D016428:Journal Article,[NOT AVAILABLE]
PMID:8624696,Directional bias of initial visual exploration. A symptom of neglect in Parkinson's disease.,PUBMED_ABSTRACT,"D003160:Comparative Study, D016428:Journal Article",[NOT AVAILABLE]
PMID:9728944,Motor switching abilities in Parkinson's disease and old age: temporal aspects.,PUBMED_ABSTRACT,"D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't, D013486:Research Support, U.S. Gov't, Non-P.H.S.",[NOT AVAILABLE]
PMID:30150061,Deficit in specific cognitive domains associated with dementia in Parkinson's disease.,PUBMED_ABSTRACT,D016428:Journal Article,[NOT AVAILABLE]
PMID:16671622,Lack of impairment in patients with Parkinson's disease on an object-based negative priming task.,PUBMED_ABSTRACT,"D016428:Journal Article, D052061:Research Support, N.I.H., Extramural",[NOT AVAILABLE]
PMID:27613667,Dopamine and temporal attention: An attentional blink study in Parkinson's disease patients on and off medication.,PUBMED_ABSTRACT,D016428:Journal Article,[NOT AVAILABLE]
PMID:24405757,Attention modulates step initiation postural adjustments in Parkinson freezers.,PUBMED_ABSTRACT,"D016428:Journal Article, D016449:Randomized Controlled Trial, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:26773722,Gait in Parkinson's disease: A visuo-cognitive challenge.,PUBMED_ABSTRACT,"D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't, D016454:Review",[NOT AVAILABLE]
PMID:27783210,Attention in Parkinson's disease with fatigue: evidence from the attention network test.,PUBMED_ABSTRACT,D016428:Journal Article,[NOT AVAILABLE]
PMID:32298270,Sensory focused exercise improves anxiety in Parkinson's disease: A randomized controlled trial.,PUBMED_ABSTRACT,"D016428:Journal Article, D016449:Randomized Controlled Trial",[NOT AVAILABLE]
PMID:1776388,Selegiline and cognitive function in Parkinson's disease.,PUBMED_ABSTRACT,"D016430:Clinical Trial, D016428:Journal Article, D016449:Randomized Controlled Trial, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:22507236,Impaired anticipatory control of grasp during obstacle crossing in Parkinson's disease.,PUBMED_ABSTRACT,"D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:20464294,Executive dysfunction and motor symptoms in Parkinson's disease.,PUBMED_ABSTRACT,D016428:Journal Article,[NOT AVAILABLE]
PMID:30006636,The Functional Alterations in Top-Down Attention Streams of Parkinson's disease Measured by EEG.,PUBMED_ABSTRACT,"D016430:Clinical Trial, D016428:Journal Article",[NOT AVAILABLE]
PMID:10785841,Visuo-cognitive dysfunctions in Parkinson's disease.,PUBMED_ABSTRACT,"D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't, D016454:Review",[NOT AVAILABLE]
PMID:2285509,Object alternation and orbitofrontal system dysfunction in Alzheimer's and Parkinson's disease.,PUBMED_ABSTRACT,"D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:16137243,Does the type of concurrent task affect preferred and cued gait in people with Parkinson's disease?,PUBMED_ABSTRACT,"D016430:Clinical Trial, D018848:Controlled Clinical Trial, D016428:Journal Article",[NOT AVAILABLE]
PMID:12928909,Effects of pallidotomy and bilateral subthalamic stimulation on cognitive function in Parkinson disease. A controlled comparative study.,PUBMED_ABSTRACT,"D016430:Clinical Trial, D003160:Comparative Study, D018848:Controlled Clinical Trial, D016428:Journal Article",[NOT AVAILABLE]
PMID:8127427,Event-related potentials associated with covert orientation of visual attention in Parkinson's disease.,PUBMED_ABSTRACT,"D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:26293177,Cognition in individuals at risk for Parkinson's: Parkinson associated risk syndrome (PARS) study findings.,PUBMED_ABSTRACT,"D016428:Journal Article, D013486:Research Support, U.S. Gov't, Non-P.H.S.",[NOT AVAILABLE]
PMID:8482965,Coding of movement direction and amplitude in Parkinson's disease: are they differentially impaired (or unimportant)?,PUBMED_ABSTRACT,D016428:Journal Article,[NOT AVAILABLE]
PMID:2592967,Visuospatial working memory in Parkinson's disease.,PUBMED_ABSTRACT,D016428:Journal Article,[NOT AVAILABLE]
PMID:1738465,Auditory attention in early Parkinson's disease: an impairment in focused attention.,PUBMED_ABSTRACT,"D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
