id,title,document type,publication type,references
PMCID:PMC6767215,Yeast Models for Amyloids and Prions: Environmental Modulation and Drug Discovery,PMC_FULLTEXT,[NOT AVAILABLE],[NOT AVAILABLE]
PMID:20097758,Loss of function of ATXN1 increases amyloid beta-protein levels by potentiating beta-secretase processing of beta-amyloid precursor protein.,PUBMED_ABSTRACT,"D016428:Journal Article, D052061:Research Support, N.I.H., Extramural, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMCID:PMC7165910,Posters,PMC_FULLTEXT,[NOT AVAILABLE],[NOT AVAILABLE]
PMCID:PMC3873370,Angiotensin Converting Enzyme Inhibitors and Alzheimer Disease in the Presence of the Apolipoprotein E4 Allele,PMC_FULLTEXT,[NOT AVAILABLE],[NOT AVAILABLE]
PMCID:PMC6277874,Insulin Resistance in Alzheimer's Disease,PMC_FULLTEXT,[NOT AVAILABLE],"doi:10.1038/jcbfm.2014.172, pmid:25335802, doi:10.1016/j.physbeh.2016.11.016, pmid:27876639, doi:10.1038/s41574-018-0016-2, pmid:29728598, doi:10.1038/nrneurol.2017.185, pmid:29377010, doi:10.1016/j.nbd.2014.03.011, pmid:24686304, doi:10.1001/archneurol.2010.225, pmid:20837822, doi:10.1016/j.npep.2015.06.008, pmid:26149638, doi:10.1542/peds.2004-2739, pmid:16061571, doi:10.2337/db11-1300, pmid:22618766, doi:10.1002/path.5056, pmid:29435980, doi:10.1016/j.jalz.2015.05.016, pmid:26045020, doi:10.1016/j.cmet.2011.08.016, pmid:22152301, doi:10.1038/sj.npp.1301193, pmid:16936707, doi:10.1210/jc.2007-2606, pmid:18230654, doi:10.1038/s41574-018-0048-7, pmid:30022099, doi:10.1016/S1098-3597(04)90014-2, pmid:15259536, doi:10.1016/j.bbadis.2017.01.016, pmid:28130199, doi:10.1172/JCI57256DS1, pmid:22476196, doi:10.1038/nn0602-849, pmid:11992114, doi:10.1016/S0306-4522(99)00458-3, pmid:10670439, doi:10.1126/science.289.5487.2122, pmid:11000114, doi:10.1007/s11745-014-3882-y, pmid:24473753, doi:10.1172/JCI99366, pmid:29664737, doi:10.1007/s10571-015-0233-3, pmid:26175217, doi:10.1074/jbc.RA118.001921, pmid:29463677, doi:10.1016/j.yexcr.2018.09.022, pmid:30268758, doi:10.1007/s00401-004-0871-x, pmid:15221334, doi:10.15252/emmm.201404183, pmid:25617315, doi:10.1073/pnas.1800165115, doi:10.1016/S0306-4530(02)00087-2, pmid:12812866, doi:10.1056/NEJMoa1215740, pmid:23924004, doi:10.1038/srep42370, pmid:28205565, doi:10.1073/pnas.0901917106, doi:10.1172/JCI64595, pmid:23485579, doi:10.1016/j.bbadis.2013.01.008, pmid:23314196, doi:10.1016/j.neuropharm.2018.01.044, pmid:29471055, doi:10.1056/NEJMoa1706441, pmid:29719179, doi:10.1038/npp.2010.32, pmid:20336061, doi:10.1073/pnas.0230450100, doi:10.1155/2017/7420796, pmid:28656154, doi:10.2337/db16-0861, pmid:27999108, doi:10.1038/nrn3209, pmid:22430016, doi:10.1001/jama.1993.03500040049035, pmid:8419667, doi:10.1523/JNEUROSCI.1353-14.2014, pmid:25297091, doi:10.1016/j.cell.2016.07.028, pmid:27518562, doi:10.3389/fnagi.2016.00108, pmid:27252647, doi:10.1146/annurev-med-042915-103753, pmid:28099083, doi:10.3233/JAD-130719, pmid:24037034, doi:10.1152/ajpendo.1992.263.1.E79, pmid:1636701, doi:10.1016/j.ecl.2008.06.007, doi:10.1111/j.1471-4159.2012.07660, pmid:22248073, doi:10.1038/nrm2101, pmid:17245412, doi:10.1126/science.1566067, pmid:1566067, doi:10.2174/156720511796391935, pmid:21592048, doi:10.1111/j.1582-4934.2011.01384, pmid:21762376, doi:10.1056/NEJMoa1705971, pmid:29365294, doi:10.1126/science.7678183, pmid:7678183, doi:10.1007/s10654-017-0321-4, pmid:29064009, doi:10.1186/s12916-015-0461-x, pmid:26349802, doi:10.2337/diabetes.53.2.474, pmid:14747300, doi:10.1084/jem.20142322, pmid:25732305, doi:10.1016/j.bcp.2015.11.003, pmid:26556658, doi:10.1126/science.1180962, pmid:19779148, doi:10.1096/fj.14-262048, pmid:25342129, doi:10.1126/scitranslmed.aad9704, doi:10.1113/JP271502, pmid:26890698, doi:10.1016/j.bbi.2017.04.007, pmid:28412140, doi:10.1001/archneur.62.10.1556, pmid:16216938, doi:10.2337/db14-0568, pmid:24931034, doi:10.1038/nn.4225, pmid:26780512, doi:10.1016/j.immuni.2017.08.008, pmid:28930663, doi:10.1152/physrev.00032.2015, pmid:27489306, doi:10.1016/j.tips.2017.10.008, pmid:29132916, doi:10.1016/j.jalz.2015.08.153, doi:10.1016/j.yfrne.2014.01.002, pmid:24434111, doi:10.1016/j.immuni.2017.06.006, pmid:28636962, doi:10.1038/nature21029, pmid:28099414, doi:10.1016/j.molmet.2018.01.013, pmid:29398615, doi:10.1073/pnas.0400337101, doi:10.1016/j.cmet.2013.11.002, pmid:24315369, doi:10.1016/j.bbi.2011.06.009, pmid:21708244, doi:10.1523/JNEUROSCI.1071-09.2009, pmid:19605645, doi:10.2174/15672050113109990006, pmid:23627755, doi:10.1212/WNL.0b013e3181eee25f, pmid:20739649, doi:10.1016/j.cmet.2018.05.011, pmid:29874566, doi:10.1016/j.neuropharm.2013.08.005, pmid:23973293, doi:10.1523/JNEUROSCI.0529-11.2011, pmid:21525299, doi:10.1111/j.1743-6109.2008.01122, pmid:24924675, doi:10.1345/aph.1Q238, pmid:22028424, doi:10.3233/JAD-2010-100153, pmid:21504132, doi:10.1523/ENEURO.0077-17.2017, doi:10.1530/JOE-14-0283, pmid:24829219, doi:10.1002/hbm.23494, pmid:28105773, doi:10.1001/archpsyc.63.5.530, pmid:16651510, doi:10.1016/S0031-9384(99)00220-6, pmid:10713291, doi:10.1038/cddis.2014.258, pmid:24967961, doi:10.1016/S0047-6374(03)00027-7, pmid:12714258, doi:10.2337/diabetes.51.4.1256, pmid:11916953, doi:10.1124/jpet.102.037481, pmid:12183643, doi:10.1091/mbc.E17-06-0416, pmid:28963439, doi:10.1093/aje/kwh261, pmid:15353412, doi:10.3174/ajnr.A3545, pmid:23538412, doi:10.1385/JMN:16,2-3,243, pmid:11478380, doi:10.1159/000094586, pmid:16847377, doi:10.1016/j.neurobiolaging.2005.03.016, pmid:15964100, doi:10.3233/JAD-2008-13309, pmid:18430999, doi:10.1212/01.WNL.0000265401.62434.36, pmid:17942819, doi:10.1073/pnas.0500579102, pmid:15932949, doi:10.1172/JCI10934, pmid:11160134, doi:10.1056/NEJMoa1304839, pmid:24450891, doi:10.1111/dom.13279, pmid:29508509, doi:10.1016/j.psyneuen.2017.12.023, pmid:29324300, doi:10.1111/joim.12191, pmid:24605808, doi:10.1074/jbc.M307757200, pmid:12949072, doi:10.3389/fendo.2014.00110, pmid:25071725, doi:10.1016/j.smim.2012.12.001, pmid:23333525, doi:10.1016/S0197-4580(00)00253-0, doi:10.1021/acs.molpharmaceut.5b00047, pmid:25880274, doi:10.1038/nn0505-552, pmid:15856061, doi:10.2174/1567205012666150710104428, pmid:26159205, doi:10.3233/JAD-150072, pmid:25812851, doi:10.3233/JAD-2005-7107, pmid:15750215, doi:10.1073/pnas.90.5.1977, doi:10.1073/pnas.90.17.8098, doi:10.1146/annurev-nutr-071811-150623, pmid:22404118, doi:10.1016/j.brainres.2017.10.012, pmid:29050859, doi:10.1016/j.mehy.2006.12.017, pmid:17888585, doi:10.1172/JCI59903DS1, pmid:22476197, doi:10.1074/jbc.M610390200, pmid:17855343, doi:10.1080/14737175.2017.1246183, pmid:27715341, doi:10.1038/39335, pmid:9335502, doi:10.1186/s13195-014-0089-7, pmid:24382028, doi:10.1016/j.neuropharm.2017.11.014, pmid:29129775, doi:10.1210/endo.138.7.5284, pmid:9202248, doi:10.1038/41792, pmid:9262404, doi:10.1111/jnc.13122, pmid:25866188, doi:10.3109/00207454.2013.825258, pmid:23855502, doi:10.1016/j.clim.2018.09.005, pmid:30218707, doi:10.1016/j.cell.2015.01.049, pmid:25728668, doi:10.1017/S0007114511002868, pmid:21733316, doi:10.1172/JCI200319246, pmid:14679176, doi:10.1172/JCI200525102, pmid:15864338, doi:10.2174/156720507780362047, pmid:17430231, doi:10.2337/db14-1507, pmid:25576061, doi:10.1074/jbc.M311652200, pmid:14709552, doi:10.1001/jama.288.3.321, doi:10.1038/382685a0, pmid:8751438, doi:10.1152/ajpheart.01199.2008, pmid:19363130, doi:10.1007/s00401-014-1328-5, pmid:25107476, doi:10.1038/s41591-018-0051-5, pmid:29892066, doi:10.2174/1567205014666170505101426, pmid:27758680, doi:10.1515/jci-2013-0007, pmid:27143423, doi:10.1016/j.neuron.2017.09.003, pmid:28957663"
PMCID:PMC4673451,Distinct X-chromosome SNVs from some sporadic AD samples,PMC_FULLTEXT,[NOT AVAILABLE],[NOT AVAILABLE]
PMID:15179443,The cellular biochemistry of cholesterol and statins: insights into the pathophysiology and therapy of Alzheimer's disease.,PUBMED_ABSTRACT,"D016428:Journal Article, D013487:Research Support, U.S. Gov't, P.H.S., D016454:Review",[NOT AVAILABLE]
PMID:19597329,Structural polymorphism of Alzheimer Abeta and other amyloid fibrils.,PUBMED_ABSTRACT,"D016428:Journal Article, D052061:Research Support, N.I.H., Extramural, D013485:Research Support, Non-U.S. Gov't, D016454:Review",[NOT AVAILABLE]
PMID:9789077,Amyloid beta peptide alters intracellular vesicle trafficking and cholesterol homeostasis.,PUBMED_ABSTRACT,"D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't, D013487:Research Support, U.S. Gov't, P.H.S.",[NOT AVAILABLE]
PMCID:PMC2904619,Ventricular Maps in 804 Adni Subjects: Correlations with CSF Biomarkers & Clinical Decline,PMC_FULLTEXT,[NOT AVAILABLE],[NOT AVAILABLE]
PMID:16842201,Cerebral amyloidoses: molecular pathways and therapeutic challenges.,PUBMED_ABSTRACT,"D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't, D016454:Review",[NOT AVAILABLE]
PMCID:PMC4277428,Cerebrospinal Fluid (CSF) Neuronal Biomarkers across the Spectrum of HIV Infection: Hierarchy of Injury and Detection,PMC_FULLTEXT,[NOT AVAILABLE],[NOT AVAILABLE]
PMCID:PMC3001214,Anti-Amyloidogenic and Anti-Apoptotic Role of Melatonin in Alzheimer Disease,PMC_FULLTEXT,[NOT AVAILABLE],[NOT AVAILABLE]
PMCID:PMC5618972,"Neurobiological pathways to Alzheimer’s disease: Amyloid-beta, TAU
protein or both?",PMC_FULLTEXT,[NOT AVAILABLE],[NOT AVAILABLE]
PMCID:PMC4024135,Focusing the amyloid cascade hypothesis on N-truncated Abeta peptides as drug targets against Alzheimer’s disease,PMC_FULLTEXT,[NOT AVAILABLE],[NOT AVAILABLE]
PMID:15010344,"Clinical, pathological, and biochemical spectrum of Alzheimer disease associated with PS-1 mutations.",PUBMED_ABSTRACT,"D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't, D013487:Research Support, U.S. Gov't, P.H.S., D016454:Review",[NOT AVAILABLE]
PMCID:PMC4034155,Selective alterations of neurons and circuits related to early memory loss in Alzheimer’s disease,PMC_FULLTEXT,[NOT AVAILABLE],[NOT AVAILABLE]
PMCID:PMC4034082,Future Trends in the Pharmacogenomics of Brain Disorders and Dementia: Influence of APOE and CYP2D6 Variants,PMC_FULLTEXT,[NOT AVAILABLE],[NOT AVAILABLE]
PMID:17645236,"A presenilin 1 mutation (L420R) in a family with early onset Alzheimer disease, seizures and cotton wool plaques, but not spastic paraparesis.",PUBMED_ABSTRACT,"D002363:Case Reports, D016428:Journal Article",[NOT AVAILABLE]
PMID:20088812,ADF/Cofilin-actin rods in neurodegenerative diseases.,PUBMED_ABSTRACT,"D016428:Journal Article, D052061:Research Support, N.I.H., Extramural, D013485:Research Support, Non-U.S. Gov't, D016454:Review",[NOT AVAILABLE]
PMID:16377636,Formation of tau inclusions in knock-in mice with familial Alzheimer disease (FAD) mutation of presenilin 1 (PS1).,PUBMED_ABSTRACT,"D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:19352431,Gender- and age-dependent gamma-secretase activity in mouse brain and its implication in sporadic Alzheimer disease.,PUBMED_ABSTRACT,"D016428:Journal Article, D052061:Research Support, N.I.H., Extramural, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMCID:PMC2531076,Alzheimer's disease: new diagnostic and therapeutic tools,PMC_FULLTEXT,[NOT AVAILABLE],[NOT AVAILABLE]
PMCID:PMC4470274,Cerebrospinal Fluid P-Tau181P: Biomarker for Improved Differential Dementia Diagnosis,PMC_FULLTEXT,[NOT AVAILABLE],[NOT AVAILABLE]
PMCID:PMC5070370,"Integrating network, sequence and functional features using machine learning approaches towards identification of novel Alzheimer genes",PMC_FULLTEXT,[NOT AVAILABLE],[NOT AVAILABLE]
PMCID:PMC7059149,“Amyloid‐beta accumulation cycle” as a prevention and/or therapy target for Alzheimer's disease,PMC_FULLTEXT,[NOT AVAILABLE],[NOT AVAILABLE]
PMID:9767914,"[Alzheimer disease. Epidemiology, genetics and physiopathological hypotheses].",PUBMED_ABSTRACT,"D004740:English Abstract, D016428:Journal Article, D016454:Review",[NOT AVAILABLE]
PMID:15488330,Familial Alzheimer disease associated with A713T mutation in APP.,PUBMED_ABSTRACT,"D002363:Case Reports, D003160:Comparative Study, D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMCID:PMC5710827,Evaluating Alzheimer Disease Biomarkers as Mediators of Age-Related Cognitive Decline,PMC_FULLTEXT,[NOT AVAILABLE],[NOT AVAILABLE]
PMCID:PMC2864363,"Targeting Aβ and tau in Alzheimer's disease, an early interim report",PMC_FULLTEXT,[NOT AVAILABLE],[NOT AVAILABLE]
